geolocation_zip_code_prefix,lat,lng,state
1238,-23.543007034696153,-46.65341152553523,SP
1239,-23.54742884263372,-46.65555908895493,SP
1240,-23.54326998389984,-46.65985692991519,SP
1241,-23.54536418290148,-46.657642513460075,SP
1242,-23.546428428256085,-46.65830383749784,SP
1243,-23.54841592951117,-46.659449085204,SP
1244,-23.550313285042403,-46.660731585752266,SP
1245,-23.549494153044897,-46.663949435887815,SP
1246,-23.552958818901832,-46.666354641136216,SP
1247,-23.550644849847075,-46.66920043865777,SP
1248,-23.547336999163274,-46.66827995031453,SP
1249,-23.54903235165041,-46.67166332139766,SP
1250,-23.547925314602658,-46.67221266180968,SP
1251,-23.549025164579646,-46.675205392723214,SP
1252,-23.54173205190716,-46.68037022384439,SP
1253,-23.544687097350565,-46.67914691801201,SP
1254,-23.54454533250616,-46.68137076812207,SP
1255,-23.546383659992006,-46.68140007144644,SP
1256,-23.548154323330905,-46.683293049685474,SP
1257,-23.543760468055744,-46.68762746792957,SP
1258,-23.543963225085147,-46.686507651970594,SP
1259,-23.541088305585955,-46.68576437301637,SP
1262,-23.550856391462712,-46.67735184892536,SP
1290,-23.54096134139296,-46.657748702752585,SP
1301,-23.54834938856828,-46.65005365084539,SP
1302,-23.54937683458364,-46.65326713266776,SP
1303,-23.54916349570083,-46.64945164585375,SP
1304,-23.55419377837729,-46.65610690751051,SP
1305,-23.552635153903836,-46.65373301380634,SP
1306,-23.553605619755935,-46.64913409248948,SP
1307,-23.55240492062436,-46.65297826770149,SP
1308,-23.556145432685167,-46.65319084194123,SP
1309,-23.55462052400601,-46.65852362531019,SP
1310,-23.56057939924409,-46.657322801546584,SP
1311,-23.565312733005328,-46.651820893011674,SP
1312,-23.55484756048213,-46.64901226009967,SP
1313,-23.55667527866576,-46.650538823475145,SP
1314,-23.55281244060534,-46.6467823521409,SP
1315,-23.553624740492825,-46.640620058283815,SP
1316,-23.553013012767614,-46.639707025246764,SP
1317,-23.5601136150384,-46.64256496488549,SP
1318,-23.5646149612788,-46.646856093592774,SP
1319,-23.552010156818017,-46.641641123780985,SP
1320,-23.557988467251413,-46.6394029836257,SP
1321,-23.56007143297361,-46.64199118013155,SP
1322,-23.563202542327883,-46.64361435553123,SP
1323,-23.56360092810872,-46.64129065751052,SP
1324,-23.55693987829649,-46.643089815607695,SP
1325,-23.556901105306665,-46.64450620399332,SP
1326,-23.55621873105777,-46.64535495351719,SP
1327,-23.56536329669916,-46.645102225373606,SP
1328,-23.555755445467103,-46.64730274132955,SP
1329,-23.561519757285474,-46.64716151276761,SP
1330,-23.55891445628714,-46.64968040175425,SP
1331,-23.56233627976228,-46.650574797247415,SP
1332,-23.560167368443068,-46.65278620573888,SP
1333,-23.56624089647413,-46.64680378183976,SP
1401,-23.57558418959747,-46.657424253230246,SP
1402,-23.580499261930893,-46.66393793557763,SP
1403,-23.569223343052077,-46.65381740875125,SP
1404,-23.56909151276761,-46.6563122208581,SP
1405,-23.56530706549716,-46.655372336661095,SP
1406,-23.576796016778324,-46.67132872287777,SP
1407,-23.57720147100233,-46.67240236372555,SP
1408,-23.56736351872589,-46.66138347114656,SP
1409,-23.56327231112588,-46.65957123411617,SP
1410,-23.564307733331432,-46.662598505946995,SP
1411,-23.56517678559066,-46.66455690993422,SP
1412,-23.564173369409684,-46.66657234347044,SP
1413,-23.56260966333889,-46.66485242485141,SP
1414,-23.56074275575626,-46.664693795314165,SP
1415,-23.55776375532265,-46.66322222804168,SP
1416,-23.5603635298344,-46.66793010214089,SP
1417,-23.561627463644733,-46.66618274278662,SP
1418,-23.569709411818376,-46.648470652864766,SP
1419,-23.56282595495371,-46.65755343720977,SP
1420,-23.56499351637429,-46.65618375360667,SP
1421,-23.56261646891052,-46.66103599805243,SP
1422,-23.563858500000002,-46.66114575,SP
1423,-23.56967731959432,-46.65695299471987,SP
1424,-23.56725221732353,-46.66219062184773,SP
1425,-23.572825376623047,-46.65918149999999,SP
1426,-23.566118306826713,-46.66632326713889,SP
1427,-23.572884143487823,-46.66178345905711,SP
1428,-23.574264066882154,-46.66186049278664,SP
1429,-23.57718028642737,-46.66307398459231,SP
1430,-23.57471529280402,-46.66616127309717,SP
1431,-23.575940239944558,-46.66520148050951,SP
1432,-23.576839769216363,-46.665836154379974,SP
1433,-23.577661519562607,-46.66914370858096,SP
1434,-23.5763167374344,-46.671132211899184,SP
1435,-23.579193666945567,-46.67028460851754,SP
1436,-23.57249501637429,-46.667432996393316,SP
1437,-23.5724047327312,-46.6720207076,SP
1438,-23.570325577009708,-46.672791594927546,SP
1439,-23.565875311962607,-46.673390660294785,SP
1440,-23.568515978908177,-46.67932001664842,SP
1441,-23.57565669776092,-46.68951882930351,SP
1442,-23.566335800161607,-46.67741349293088,SP
1443,-23.56804114765709,-46.68466612063438,SP
1444,-23.571536165416365,-46.68422691257428,SP
1445,-23.573046536355264,-46.688158081943584,SP
1446,-23.575398783931544,-46.67571042477932,SP
1447,-23.572516547319537,-46.678703958035754,SP
1448,-23.578645897729203,-46.67874359471118,SP
1449,-23.576433485977308,-46.68008071051419,SP
1450,-23.57568523382773,-46.68536834110451,SP
1451,-23.57580652814429,-46.68800460308976,SP
1452,-23.577007772823045,-46.68694213966481,SP
1453,-23.584149504373823,-46.68632866457965,SP
1454,-23.58288498723239,-46.687739115528885,SP
1455,-23.580599673843892,-46.691725793092466,SP
1456,-23.576874076605673,-46.69072859088816,SP
1457,-23.574517884399,-46.69256810844543,SP
1472,-23.57054369248079,-46.69129667943905,SP
1489,-23.57664998889148,-46.68740004775216,SP
1501,-23.55259161587513,-46.63539411226844,SP
1502,-23.55467350531036,-46.63552025265517,SP
1503,-23.55914350672259,-46.637529163525556,SP
1504,-23.56571158312654,-46.63949714640491,SP
1505,-23.555379489035733,-46.63148190452421,SP
1506,-23.558955040106177,-46.6349971298257,SP
1507,-23.558201539269447,-46.63156525118297,SP
1508,-23.561530805989985,-46.63649401442673,SP
1509,-23.567492996393316,-46.63556091874892,SP
1510,-23.55619865667379,-46.63379843519533,SP
1511,-23.561663411463442,-46.63286256715628,SP
1512,-23.55364676353222,-46.6293574797449,SP
1513,-23.556917567300506,-46.631952301070456,SP
1514,-23.554591564804674,-46.62897928642738,SP
1516,-23.558968382465764,-46.61524563170116,SP
1517,-23.559822744373633,-46.62444391479598,SP
1518,-23.56002189647413,-46.62372149945175,SP
1519,-23.561168647238727,-46.62504673751977,SP
1520,-23.55951223868948,-46.619704147512856,SP
1521,-23.561234853727886,-46.61911619789082,SP
1522,-23.560382023025063,-46.61672529690118,SP
1523,-23.564275648623713,-46.616431759160946,SP
1524,-23.5670455434244,-46.61643132667778,SP
1525,-23.5644255,-46.6343927627676,SP
1526,-23.564800456287145,-46.63101585804138,SP
1527,-23.56261834888046,-46.6281470299065,SP
1528,-23.56463656036128,-46.62638336234056,SP
1529,-23.569012755337905,-46.63502254792197,SP
1530,-23.56937863967918,-46.6289834485833,SP
1531,-23.571322952536228,-46.632605872468105,SP
1532,-23.571848630027716,-46.635572268798,SP
1533,-23.57133370191585,-46.63821662335681,SP
1534,-23.56941545545041,-46.62646546794392,SP
1535,-23.5720485,-46.625396733625706,SP
1536,-23.56938483014024,-46.62349130780766,SP
1537,-23.568655017903495,-46.62191635622372,SP
1538,-23.580310185610458,-46.62454658511668,SP
1539,-23.57145328462404,-46.62043709727914,SP
1540,-23.56532685706044,-46.62166552914189,SP
1541,-23.568951143213692,-46.61872564699074,SP
1542,-23.5710261515379,-46.62452944102369,SP
1543,-23.57546307744239,-46.621878521928544,SP
1544,-23.57696747100232,-46.621427758575464,SP
1545,-23.58112435053957,-46.6178758329102,SP
1546,-23.579629020271604,-46.62254825701134,SP
1547,-23.58268123282691,-46.6207750896474,SP
1548,-23.577402112374948,-46.613595493897485,SP
1549,-23.5767529301492,-46.61602717568815,SP
1550,-23.573826325004344,-46.61619317048014,SP
1551,-23.57301613707168,-46.612268004169266,SP
1552,-23.57125964834958,-46.611077116045266,SP
1553,-23.57430307573513,-46.60925096788949,SP
2009,-23.515799103830265,-46.64113909097136,SP
2010,-23.50847649708581,-46.626203296421,SP
2011,-23.506663573273112,-46.62630185194151,SP
2012,-23.51109264089241,-46.628196108041486,SP
2013,-23.50220016541636,-46.63382294171621,SP
2016,-23.50118934143159,-46.62731293450283,SP
2017,-23.500345832807515,-46.63584851276761,SP
2018,-23.494940326078314,-46.63001770756552,SP
2019,-23.498279999999994,-46.62992828351318,SP
2020,-23.496668848936185,-46.63270157473022,SP
2021,-23.4982530313636,-46.635389748542906,SP
2022,-23.50374974119964,-46.638283360032844,SP
2028,-23.50801347996321,-46.617514281709845,SP
2029,-23.50948807391458,-46.61717565790841,SP
2030,-23.504398054538573,-46.624627022882166,SP
2031,-23.5119253979115,-46.6253165150725,SP
2032,-23.5107769477988,-46.623923552201184,SP
2033,-23.49922640383171,-46.61195530460501,SP
2034,-23.504230989242487,-46.62366648166072,SP
2035,-23.495812658621357,-46.62243722641233,SP
2036,-23.50111405197791,-46.62057576609156,SP
2037,-23.49990752207277,-46.62052079516994,SP
2038,-23.49654409082877,-46.6233534590571,SP
2039,-23.4928229440656,-46.62184729447745,SP
2040,-23.48979697384436,-46.622021897441336,SP
2041,-23.489789369553915,-46.6205256589676,SP
2042,-23.495568756481344,-46.615384692413315,SP
2043,-23.490150706853875,-46.617224474492815,SP
2044,-23.49568082347514,-46.61887747807146,SP
2045,-23.49648957195567,-46.616537951641725,SP
2046,-23.49175122814357,-46.61206239853709,SP
2047,-23.51759267512555,-46.61726286101337,SP
2049,-23.514166590335094,-46.61736559414439,SP
2050,-23.517227425341893,-46.61178187155927,SP
2051,-23.512218239107845,-46.608722793294504,SP
2052,-23.51152876519133,-46.607128170840696,SP
2053,-23.51562097807146,-46.60419862406944,SP
2054,-23.517797808197223,-46.607091647382944,SP
2055,-23.514760152922882,-46.605133765061424,SP
2056,-23.511841208436728,-46.604098762767606,SP
2060,-23.51924218153495,-46.60369615390382,SP
2064,-23.517545532056097,-46.597683771308155,SP
2065,-23.50808200555425,-46.60565384318197,SP
2066,-23.508614137111174,-46.60715540285076,SP
2067,-23.50727127200065,-46.60216227254893,SP
2068,-23.503930920624363,-46.61212479302037,SP
2069,-23.505765752567946,-46.61405423473656,SP
2071,-23.50438331763271,-46.6071977412335,SP
2072,-23.499943236146514,-46.60380223972821,SP
2073,-23.501797407438396,-46.60748711851517,SP
2074,-23.50406647654225,-46.603369472791336,SP
2075,-23.50338156425642,-46.601336530526886,SP
2076,-23.504635372468115,-46.59911076395058,SP
2077,-23.5024332536788,-46.59717644532287,SP
2078,-23.501659521091824,-46.595179920133894,SP
2079,-23.499173105747573,-46.60564683860867,SP
2080,-23.497612575350594,-46.60588084975389,SP
2081,-23.496102481822373,-46.604177104218365,SP
2082,-23.494657730913538,-46.60615902921401,SP
2083,-23.494540505135884,-46.59757457729816,SP
2084,-23.4976454521322,-46.59971225007211,SP
2085,-23.4974436813723,-46.61260908702167,SP
2088,-23.50424025971884,-46.620742066583865,SP
2089,-23.51709448459233,-46.616673100755904,SP
2110,-23.5195443215627,-46.59546795314695,SP
2111,-23.5183410334193,-46.59321355842802,SP
2112,-23.5204986615046,-46.59288975507511,SP
2113,-23.521472240379,-46.59210677579548,SP
2114,-23.522304951447364,-46.59107227123623,SP
2115,-23.526734077900013,-46.59141146390665,SP
2116,-23.519401951987973,-46.5848802611663,SP
2117,-23.51986048043739,-46.59364611434592,SP
2118,-23.515497740280345,-46.59273475478528,SP
2119,-23.513443371815992,-46.592924681506375,SP
2120,-23.51082421925677,-46.594217747359366,SP
2121,-23.51194034471118,-46.5895177492354,SP
2122,-23.512150822959867,-46.58364351012754,SP
2123,-23.51199048362571,-46.57941012343474,SP
2124,-23.505933514715178,-46.577100970583956,SP
2125,-23.510176637803664,-46.58742229961336,SP
2126,-23.5072543254227,-46.59169652415024,SP
2127,-23.502743727999345,-46.58861286663972,SP
2128,-23.505190098115854,-46.59427113509149,SP
2129,-23.503958732861104,-46.588758508814685,SP
2130,-23.50829563780367,-46.58355344199031,SP
2131,-23.50407884984708,-46.58270475437129,SP
2132,-23.50140196280802,-46.57731480697093,SP
2133,-23.4992505858965,-46.5848862901783,SP
2134,-23.49918202192854,-46.57851628899533,SP
2135,-23.498762554811556,-46.5880495441312,SP
2136,-23.49792622370017,-46.582767719324536,SP
2137,-23.49789338663504,-46.57642462920533,SP
2138,-23.494527602415026,-46.57459130966878,SP
2139,-23.490544054677123,-46.573733800781994,SP
2141,-23.489125655104345,-46.57108695974959,SP
2142,-23.5100047784509,-46.577215288649086,SP
2143,-23.506624519014345,-46.57504687024641,SP
2144,-23.502871592561604,-46.57083605675562,SP
2145,-23.502141881153726,-46.56601770663338,SP
2146,-23.50095702331352,-46.57088226395057,SP
2147,-23.498361926574916,-46.565166700263546,SP
2150,-23.49355183055859,-46.568382003606686,SP
2151,-23.497048047463764,-46.569506953719184,SP
2152,-23.49804561226844,-46.57257691938361,SP
2161,-23.490048719401003,-46.5690870940908,SP
2162,-23.49075967749149,-46.562822284696146,SP
2166,-23.525060091869104,-46.584156027756926,SP
2167,-23.5223260539199,-46.58125879010149,SP
2168,-23.520101007457864,-46.57970414962962,SP
2169,-23.5210511286962,-46.578652423120204,SP
2170,-23.52538107651903,-46.57625613979502,SP
2174,-23.522916351462285,-46.57263334297996,SP
2175,-23.51519638329448,-46.57453612822437,SP
2176,-23.5131705992267,-46.57298967860234,SP
2177,-23.511506887875782,-46.56917911601936,SP
2178,-23.52152283679088,-46.5705920111085,SP
2179,-23.522457410352587,-46.56816730078198,SP
2180,-23.51900652844941,-46.56584148225507,SP
2181,-23.519734707479067,-46.5633667924,SP
2185,-23.516428316522692,-46.56783702719433,SP
2186,-23.514282199001663,-46.56985270191586,SP
2187,-23.515617809418323,-46.56479444504872,SP
2188,-23.510133953098823,-46.5666304632985,SP
2189,-23.507990999999997,-46.56770190632754,SP
2190,-23.5073682192535,-46.56413015590919,SP
2201,-23.48496454763939,-46.59166025540885,SP
2202,-23.492819497996617,-46.59477393228112,SP
2203,-23.49192999194992,-46.59192470927345,SP
2204,-23.48636752553523,-46.59139125,SP
2205,-23.48795662254023,-46.5904954671793,SP
2206,-23.484020060231373,-46.59571066299265,SP
2207,-23.485869985284825,-46.58770552761269,SP
2208,-23.48276533055859,-46.587928798228376,SP
2209,-23.485064826913263,-46.582881366042514,SP
2210,-23.48315244601536,-46.58263013488948,SP
2211,-23.497402861503843,-46.593727543712845,SP
2212,-23.495191386346573,-46.58915327032722,SP
2213,-23.49677497293556,-46.58814172085809,SP
2214,-23.493127144381795,-46.58716875464542,SP
2215,-23.491089052455425,-46.58363230974089,SP
2216,-23.49338475437128,-46.57900148987243,SP
2217,-23.49047833596862,-46.580877,SP
2218,-23.487101324585986,-46.584595579721864,SP
2219,-23.491480138496158,-46.58685766763806,SP
2220,-23.490426556898825,-46.57900668665242,SP
2221,-23.482843538302824,-46.580572443173295,SP
2222,-23.482066085766604,-46.57742509942871,SP
2223,-23.480141269778954,-46.57840726721101,SP
2224,-23.484489379969936,-46.574655307519215,SP
2225,-23.482344284624045,-46.57492594900167,SP
2226,-23.479733330807,-46.57438542270183,SP
2227,-23.478457641410344,-46.57239052400602,SP
2228,-23.475019190951585,-46.5716534716948,SP
2229,-23.47712544240868,-46.56863766915576,SP
2230,-23.483689241136958,-46.563375630446075,SP
2231,-23.47544032584106,-46.56548855037794,SP
2232,-23.47504882070517,-46.56415992423104,SP
2233,-23.477853483625708,-46.56431704190952,SP
2234,-23.47861410935426,-46.57008557292687,SP
2235,-23.47877965522789,-46.57752700061735,SP
2236,-23.472588111575952,-46.56836591548847,SP
2237,-23.46531197335392,-46.57086847171908,SP
2238,-23.47070333186535,-46.569348720119535,SP
2239,-23.484480495152567,-46.6090051298257,SP
2240,-23.47891339355994,-46.60296099861503,SP
2241,-23.490518793784968,-46.60742305591787,SP
2242,-23.487175523288485,-46.606133062009505,SP
2243,-23.491321234938567,-46.60333327553522,SP
2244,-23.48847811421306,-46.60467920774424,SP
2245,-23.484853802109185,-46.60603441507012,SP
2246,-23.488748072854754,-46.601895787538226,SP
2247,-23.48574058006812,-46.60086378420568,SP
2248,-23.48369798834324,-46.59922030350848,SP
2249,-23.488579278103163,-46.59678198799699,SP
2250,-23.48658859117662,-46.59549718040567,SP
2251,-23.479365232168618,-46.5890209836257,SP
2252,-23.478747150152927,-46.58823999999999,SP
2253,-23.479140085622376,-46.59528811601935,SP
2254,-23.482225681516525,-46.59326317902069,SP
2255,-23.47664386372554,-46.59145922384439,SP
2256,-23.475462669939656,-46.58743442971318,SP
2257,-23.47321461226845,-46.58400419095159,SP
2258,-23.47623536441803,-46.58208868797982,SP
2259,-23.47170142914206,-46.581102183594005,SP
2260,-23.46929278064423,-46.58223433377442,SP
2261,-23.4679994865623,-46.577156896127875,SP
2262,-23.465704950458765,-46.57522325805007,SP
2263,-23.463572857060434,-46.57492658021235,SP
2264,-23.46256105329214,-46.57677426755725,SP
2265,-23.474944729384323,-46.59150748765074,SP
2266,-23.476830097697494,-46.598623368096824,SP
2267,-23.47917602775692,-46.60148662308848,SP
2268,-23.469921450458767,-46.59426446350052,SP
2269,-23.47272294393789,-46.596130844303936,SP
2270,-23.472793571469776,-46.59260139647412,SP
2271,-23.47023335997462,-46.59041365805877,SP
2272,-23.468756639987877,-46.586501707021675,SP
2273,-23.46405510061168,-46.586671983625706,SP
2274,-23.46760851373423,-46.58682464807545,SP
2275,-23.46543343658029,-46.590503021857714,SP
2276,-23.46202054119719,-46.58392401122998,SP
2277,-23.463956660659832,-46.581812767103735,SP
2278,-23.461937889953255,-46.58025226467002,SP
2279,-23.46120509605093,-46.57389912906108,SP
2280,-23.45606030890418,-46.574831236886126,SP
2281,-23.452379298084143,-46.5740501641756,SP
2282,-23.443303500000003,-46.56747062476192,SP
2284,-23.46970319641185,-46.56868272083551,SP
2286,-23.40858677491484,-46.57960324340701,SP
2288,-23.433571410013847,-46.57088254176641,SP
2289,-23.417981927001012,-46.58315051151253,SP
2290,-23.54329484225016,-46.63074319149357,SP
2301,-23.48872889554336,-46.61516399278664,SP
2302,-23.486165301424297,-46.61402205904841,SP
2303,-23.482196025535227,-46.61090836011885,SP
2304,-23.480643713716844,-46.606001112686805,SP
2305,-23.480318713083765,-46.60690160739265,SP
2306,-23.46166199125743,-46.60288110908012,SP
2307,-23.481374422009345,-46.60770968005943,SP
2308,-23.476093658895493,-46.60443664279533,SP
2309,-23.47511260644006,-46.60471296058632,SP
2310,-23.4731752392954,-46.60018302407812,SP
2311,-23.469091030526883,-46.60169540410584,SP
2312,-23.46575956287144,-46.59869544962204,SP
2313,-23.463568528737863,-46.5997814686364,SP
2314,-23.462254482514858,-46.598385431718064,SP
2315,-23.459747659554864,-46.60067108305441,SP
2316,-23.462261361085474,-46.594075717251414,SP
2317,-23.458265573105752,-46.59370898834322,SP
2318,-23.45135136872332,-46.59090047974489,SP
2319,-23.44992729586244,-46.59237598792487,SP
2320,-23.450833168330547,-46.5984522529142,SP
2321,-23.44749078934157,-46.58907721923322,SP
2322,-23.445995099660557,-46.593402834593164,SP
2323,-23.44068059700501,-46.581270435930925,SP
2324,-23.445534462533885,-46.58667151803339,SP
2325,-23.45435884762537,-46.58529733028447,SP
2326,-23.447117238093483,-46.57675275781333,SP
2327,-23.443912729587495,-46.57507725093605,SP
2328,-23.5277338148768,-46.58146026911556,SP
2329,-23.448778202424677,-46.580406227304294,SP
2330,-23.486581736550143,-46.6177822569363,SP
2331,-23.48295306136297,-46.6135298414532,SP
2332,-23.48470069781425,-46.62224366625309,SP
2333,-23.480494405504253,-46.62183438246472,SP
2334,-23.48422701887012,-46.61970751082004,SP
2335,-23.483511848462093,-46.617466631138576,SP
2336,-23.48081881571351,-46.617895487650735,SP
2337,-23.4791514111893,-46.61326028067111,SP
2338,-23.47515628642737,-46.61808454065444,SP
2339,-23.47773491701769,-46.61485527462638,SP
2340,-23.457715585348247,-46.6159178562237,SP
2341,-23.469038932726072,-46.61535729892085,SP
2342,-23.47398008950318,-46.61060891652722,SP
2343,-23.467949460038053,-46.60482252921402,SP
2344,-23.469566663295893,-46.61006610643329,SP
2345,-23.46904849209415,-46.61303856786309,SP
2346,-23.470013375121688,-46.60822684248949,SP
2347,-23.461262863725533,-46.6065541254544,SP
2348,-23.46062958451152,-46.61081196459639,SP
2349,-23.4595695929454,-46.603799365947246,SP
2350,-23.458076761556,-46.605395158203,SP
2351,-23.455166367315705,-46.599640956716996,SP
2352,-23.45426479267412,-46.59627177741067,SP
2353,-23.452748843181976,-46.605522022621045,SP
2354,-23.454799878440724,-46.60409942048015,SP
2355,-23.45448070371919,-46.61159777497262,SP
2356,-23.451264979600666,-46.61160924290887,SP
2357,-23.44757693825374,-46.61436751131052,SP
2358,-23.44831512184773,-46.60898303405589,SP
2359,-23.445993870541372,-46.61898066019812,SP
2360,-23.438451816259832,-46.578029947038885,SP
2361,-23.436532258377618,-46.58190737183128,SP
2362,-23.43768867102267,-46.57332337857894,SP
2363,-23.43246137615929,-46.5765899045562,SP
2364,-23.434360295464383,-46.58096172188346,SP
2365,-23.433546523773018,-46.58446487485527,SP
2366,-23.44178788037396,-46.59238905989986,SP
2367,-23.420815009160926,-46.59016745211787,SP
2368,-23.400379451923737,-46.577497711540815,SP
2370,-23.46325384401869,-46.622191819320186,SP
2371,-23.458981473772283,-46.61859465944376,SP
2372,-23.45973268964888,-46.62514163488947,SP
2373,-23.45523909797162,-46.61729716528646,SP
2374,-23.4532884657222,-46.62153396003804,SP
